Comments,Sentiments,Like,Haha,Angry,Love,Care,Sad,Wow
আসসালামু আলাইকুম।,Positive ,0,0,0,0,0,0,0
অনেক সুন্দর লাগছে। শুভকামনা রইল।,Positive ,1,0,0,0,0,0,0
ঢালিউড কুইন,Positive ,1,0,0,0,1,0,0
অনেক সুন্দর আর চাকচিক্য দেখাচ্ছে আপনাকে।,Positive ,0,1,0,0,0,0,0
চিরদিন রানী হয়ে থাক,Positive ,0,0,0,0,1,0,0
আপনার জন্য শুভকামনা,Positive ,1,0,0,0,0,0,0
এই গুলি বুঝি ডিজাইনার ড্রেস ফ্রি দিলে ও পরতাম নাহ,Negative ,1,0,0,0,0,0,0
আপনি  আমার দেখা সেরা অভিনেত্রী,Positive ,1,0,0,0,0,0,0
নাইছ।,Positive ,1,1,0,0,0,0,0
পরী,Positive ,1,0,0,0,0,0,0
সুন্দরী,Positive ,1,0,0,0,0,0,0
খুব চমৎকার,Positive ,1,0,0,0,0,0,0
অনেক সুন্দর আপু,Positive ,1,0,0,0,0,0,0
আসালামুআলাইকুম আপু কেমন আছেন আমি সিলেট,Positive ,1,0,0,0,0,0,0
অনেক সুন্দর,Positive ,0,0,0,0,0,0,0
"সবাই তো ম্যাচিং ম্যাচিং,  লাইফ তো গুড হবেই।",Positive ,0,0,0,0,0,0,0
প্রিয় আপু,Positive ,0,0,0,0,0,0,0
আপুকে খুব সুন্দর লাগছে,Positive ,0,0,0,0,0,0,0
অনেক সুন্দর হয়েছে আপু,Positive ,0,0,0,0,0,0,0
বয়সটা কি কমে না বাড়ে বুঝাই যায় না,Positive ,0,0,0,0,0,0,0
এত সুন্দর আপনি অনেক ভালো লাগে আপনাকে।,Positive ,0,0,0,0,0,0,0
অনেক সুন্দর লাগছে আপুনি,Positive ,0,0,0,0,0,0,0
তুমি আর বুড়ি হলেনা,Positive ,0,0,0,0,0,0,0
আপু তুমি আমার একজন পিয় নায়িকা,Positive ,0,0,0,0,0,0,0
একটা ধামাকা ছবি বানা উচিত,Positive ,1,0,0,0,0,0,0
মাশআল্লাহ,Positive ,1,0,0,0,0,0,0
সেরা দুজন বাংলাদেশের,Positive ,0,0,0,0,0,0,0
আপনার কিছু জামা শাড়ি দিন না আমাকে,Positive ,1,1,0,0,0,0,0
সুন্দরী আপু,Positive ,0,0,0,0,0,0,0
তোমার বিয়ে হইছে আমার বিশ শাঁস হয়,Positive ,0,0,0,0,0,0,0
জলিল ভাই কই,Neutral ,1,0,0,0,0,0,0
"Wonderful আপু, আমিও সিরাজগঞ্জ বাজার স্টেশনের এক সময়ের নামকরা ফেরদৌসী লাইব্রেরীর মালিক ফেরদৌস সাহেবের পুত্র।",Positive ,0,0,0,0,0,0,0
প্রিয় অভিনেত্রী,Positive ,0,0,0,0,0,0,0
মাশাআল্লাহ অনেক সুন্দর লাগছে,Positive ,0,0,0,0,0,0,0
অনেক সুন্দর আর চাকচিক্য দেখাচ্ছে আপনাকে।,Positive ,1,0,0,0,0,0,0
বাংলার সানি লিওনি,Positive ,0,0,0,0,0,0,0
ব্যাগ আর জুতো দেখাতেই হবে,Positive ,0,0,0,0,0,0,0
"আপা, প্লিজ! আপনার ইনবক্সে আমার আবেদনটি এক্টিবার দেখার অনুরোধ জানাচ্ছি প্লিজ!",Positive ,0,0,0,0,0,0,0
আসসালামু আলাইকুম।,Positive ,0,0,0,0,0,0,0
ভাবি আপনি মেকাপ চেকাপ করেইন না সুন্দরী রা সাজেনা,Positive ,0,0,0,0,0,0,0
বর্ষায় উত্তরবঙ্গে বন্যা হচ্ছে আমরা দক্ষিণ বঙ্গের মানুষ খারায় পড়ে আছি তীব্র গরমে মরে যাচ্ছি কারণ বর্ষা দেশে নেই ব্যাংকোক,Neutral ,0,0,0,0,0,0,0
শুভ কামনা রইলো,Positive ,0,0,0,0,0,0,0
আমাদের কেক কই,Neutral ,0,0,0,0,0,0,0
ভালোবাসা অবিরাম,Positive ,1,0,0,0,0,0,0
আপনার ছেলেদের সিনেজগত থেকে দূরে রাখার অনুরোধ রইলো।,Neutral ,0,0,0,0,0,0,0
"১২ বছর ধরে শুধু ২ টা পয়দা করছে, তুমি ফেল।",Negative ,1,0,0,0,0,0,0
তোমাদের নাকি ঝগড়াঝাটি হইছে তাহলে লাব এনিভাগসেরি কেমনে হচ্ছে!,Neutral ,0,0,0,0,0,0,0
বোন আল্লাহ তোমাকে নেক হায়াত দান করবেন আমীন,Positive ,0,0,0,0,0,0,0
"অনেক অনেক শুভ কামনা রইলো,, Happy anniversary",Positive ,0,0,0,0,0,1,0
হাজার হাজার বছর তোমাদের ভালোবাসা জেন এমন থাকে দোয়া করি,Positive ,1,0,0,0,0,0,0
শুভকামনা রইল সুখী হও,Positive ,0,0,0,0,0,0,0
"বর্ষা আপু,",Positive ,0,0,0,0,0,0,0
"শুভ জন্মদিন আপু, ভাইয়া",Positive ,0,2,0,0,0,0,0
শুভকামনা রইল,Positive ,0,0,0,0,0,0,0
দোয়া ও শুভ কামনা রইল আগামীর জন্য,Positive ,0,0,0,0,0,0,0
শুভ কামনা রইলো,Positive ,0,0,0,0,0,0,0
জনন্তজলসা,Negative ,0,0,0,0,0,0,0
অনেক অনেক শুভকামনা ও ভালোবাসা রইলো,Positive ,0,0,0,0,0,0,0
শুভ কামনা রইলো,Positive ,0,0,0,0,0,0,0
সুখী পরিবার,Positive ,0,0,0,0,0,0,0
শুভ বিবাহ বার্ষিকী,Positive ,0,2,0,0,0,0,0
"এক সাথে থাকুন সবসময়,,,,, নায়ক নায়িকারা দেখি তিন চারটা করে বিয়ে করে,,, আপনারা ১২ বছর এক সাথে আছেন, বাকিটা জীবন ও থাকবেন, শুভ কামনা",Positive ,0,0,0,0,0,0,0
ভালোবাসা অবিরাম,Positive ,0,0,0,0,0,0,0
Aww গুলশান এর ভাবি Happy Anniversary,Positive ,0,0,0,0,0,0,0
মাশাআল্লাহ,Positive ,0,0,0,0,0,0,0
শুভ বিবাহ বার্ষিকী জলিল কাকা এবং বর্ষা আপু,Positive ,0,2,0,0,0,0,0
এই দুইজনের মধ্যে কে মহিলা সেটাই বুঝতে পারতেছি না,Negative ,0,0,0,0,0,0,0
""" শুভ বিবাহ বার্ষিকী""।। মিডিয়া জগতে স্বামী স্ত্রী এদের জুটি খুব ভালো লাগে। বিশেষ করে স্ত্রীর প্রশংসা, সব স্থানে একসাথে যাওয়া এদের এসব ব্যাপারটা ভালো লাগে।।",Positive ,1,0,0,0,0,0,0
শুভ বিবাহবার্ষিকী,Positive ,0,0,0,0,0,0,0
ফিআমানিল্লাহ,Positive ,0,0,0,0,0,0,0
শুভ কামনা রইল আপনাদের,Positive ,0,0,0,0,0,0,0
আপনার সাথে কথা বোলার দরকার ছিলো আপু আপনার বাড়ি শিরাজ গজ আমার বাড়ি বগুড়া আমার জীবনে একটা স্বপ্ন ছিল আপনাদের ছবিতে কাজ করব যদি আপু আপনি আমাকে সুযোগ করে দেন বোনের কেকটা বা ভাবি,Positive ,0,0,0,0,0,0,0
"বিবাহবার্ষিকীতে অনেক অনেক দোয়া আর শুভকামনা রইল। জলিল ভাইয়ের জন্য আমার সব সময় একটা আলাদা সম্মান কাজ করে, কারণ উনার মাধ্যমে আল্লাহ পাক হাজার হাজার আল্লাহর বান্দাদের রিজকের ব্যবস্থা করেছেন। আমিও একই ট্রেডে আছি কিন্তু উনার মত বড় নয়। উনার ছেলে দুটা যেন উনা…",Positive ,0,0,0,0,0,0,0
শাকিব খানের সঙ্গে দেখা করতে জাও ।,Positive ,0,0,0,0,0,0,0
বনন্ত,Neutral ,0,0,0,0,0,0,0
জায়গাটা কোথায় ??????,Neutral ,0,0,0,0,0,0,0
ম্যাম আর একটা পোলা নিতে হবে,Neutral ,0,0,0,0,0,0,0
আসলে নায়ক নাইকাদের ভিতরে একসাথে সংসার টাকে মিলিয়ে থাকা কম দেখা যায়।আপনাদের দেখে ভালো লাগলো,Positive ,0,0,0,0,0,0,0
শুভ জন্মদিন,Positive ,0,0,0,0,0,0,0
"এদেরকে নিয়ে যতোই ট্রোল করেন না কেনো, বাংলাদেশ ফিল্ম ইন্ডাস্ট্রি কিংবা বাংলাদেশী মিডিয়া পাড়ার শ্রেষ্ট কাপল হিসেবে এদেরকে বিবেচনা করাই যায়!",Positive ,0,0,0,0,0,0,0
দুইটা বাচ্ছা এগুলা কার??,Neutral ,0,0,0,0,0,0,0
শুভ বিবাহ বার্ষিকী,Positive ,0,0,0,0,0,0,0
এভাবেই থাকুন সারাজীবন,Positive ,0,0,0,0,0,0,0
শুভ বিবাহবার্ষিকী,Positive ,0,0,0,0,0,0,0
অনেক দোয়া রইলো সারাজীবন এইভাবে এক সাথে থাকবেন। শুভ বিবাহ বার্ষিক,Positive ,2,0,0,0,0,0,0
শুভ বিবাহ বার্ষিকী,Positive ,0,0,0,0,0,0,0
ভালোবাসা রইলো অনেক,Positive ,0,0,0,0,0,0,0
শুভ কামনা,Positive ,0,0,0,0,0,0,0
শুভ বিবাহবার্ষিকী,Positive ,0,0,0,0,0,0,0
বাংলার সানি লিওনি এন্ড জনি সিনস,Positive ,0,0,0,0,0,0,0
সবই ঠিক আছে কিন্তু দোহাই আপনারা সিনেমার কইরেন না বাংলাদেশের সিনেমার হাসির পাত্র বানাইয়েন না আপনাদের দুজনের কারণেই বাংলাদেশের সিনেমা হাসির পাত্র হইতাছে দুজনের অভিনয় এতটাই জঘন্য যা বলার বাহিরে আপনাদের আসল লজ্জা শরম নাই,Neutral ,0,0,0,0,0,0,0
সত্যি বর্ষা তুমি খুব লাকি,Positive ,0,0,0,0,0,0,0
কাকার বউ আপু হয় কিভাবে ভাই!,Neutral ,0,0,0,0,0,0,0
জলিল চাচা ঠিক বয়সে বিয়ে করলে বর্ষার সমান ৩ টা মেয়ে থাকতো ওনার,Negative ,0,0,0,0,0,0,0
আলহামদুলিল্লাহ,Positive ,0,0,0,0,0,0,0
বর্ষার আপুর এলাকার বাসা আমাদের বাড়ি থেকে ১০ মিনিট লাগে যেতে।,Positive ,4,25,0,0,0,0,0
আলহামদুলিল্লাহ,Positive ,0,0,0,0,0,0,0
মাশাআল্লাহ,Positive ,1,0,0,0,0,0,0
একযুগ পূর্তি উপলক্ষ্যে আপনাদের অভিনন্দন জানায়,Positive ,0,0,0,0,0,0,0
আমি ব্যক্তিগত ভাবে বর্ষা আর অনন্ত জলিল জোটিকে পছন্দ করি।,Positive ,8,4,0,4,0,0,0
আপনাদের ভালবাসা আজীবন থাকুক,Positive ,3,0,0,0,0,0,0
এটা সুন্দর,Positive ,4,0,0,0,0,0,0
আলহামদুলিল্লাহ,Positive ,0,0,0,0,0,0,0
"হ্যাপি ফ্যামিলি, ভালো লাগে বর্ষা আপুকে।",Positive ,0,0,0,0,0,0,0
আসলেই সেরা জুটি,Positive ,0,0,0,0,0,0,0
শুভ কামনা আগামী দিন গুলোর জন্য,Positive ,1,0,0,0,0,0,0
"এই পোশাক পড়ে,, ছেলেদের বানাবেন হাফেজ,,মাওলানা??",Negative ,2,0,0,0,0,0,0
নাইচ,Positive ,0,0,0,0,0,0,0
সাব্বাশ ভাগনা,Positive ,0,0,0,0,0,0,0
ছেলে দুইজন কারো সাথে মিলে না কেন,Negative ,1,0,0,0,0,0,0
সবার না।,Neutral ,1,0,0,0,0,0,0
টাকা পয়সা থাকলে সব বিউটিফুল হয় বর্ষা।,Positive ,0,0,0,0,0,0,0
জলন্ত জলিল ভাই আর যাইহোক পরকীয়া মুক্ত হ্যাপি ফ্যামেলি ব্রো এক বেড়ি তে আসক্ত থাকেন অল দ্যা বেষ্ট,Positive ,0,0,0,0,0,0,0
I Love অনন্ত দাদার বউকে,Positive ,0,0,0,0,0,0,0
অভিনন্দন,Positive ,0,0,0,0,0,0,0
আমাদের সুন্দরী বউ,Positive ,1,1,0,0,0,0,0
প্রিয় খাবার........,Positive ,1,0,0,0,0,0,0
তারপর বলুন ছেলেরা ইংলিশ মুভি দেখতে চায় নাকি বাবার ছবি,Neutral ,0,0,0,0,0,0,0
জলিল কাকার আগের ঘরের মেয়েটা কোথায়?,Negative ,4,32,0,1,0,0,0
আবাদ মৌসম ভালই হইছে মাঠ তাহলে ভালই আছে,Negative ,0,0,0,0,0,0,0
"আপু, কমেন্টের জবাব না পেলে বড়ই দুঃখ লাগে। অনেক সুন্দর ফ্যামেলি।",Positive ,1,0,0,1,0,0,0
চমৎকার লাগছে,Positive ,1,1,0,0,0,0,1
গুড এদিকে পরিমনি ৬ নাম্বার বিয়ের চিন্তা দ্বারায়।,Negative ,4,14,0,0,0,0,1
"অন্য কেউ হলে, জলিল ভাইকে এক নারিতে আসক্ত রাখতে পারতো না",Positive ,0,0,0,0,0,0,0
"আপু আর ভাইয়া দুজনকেই আমার সালাম আসসালামুয়ালাইকুম কেমন আছেন। আশাকরি ভাল আছেন।আমি কুষ্টিয়ার কুমারখালী উপজেলার মেয়ে, শিক্ষা গত যোগ্যতা এইচএসসি ৩.১৭ আপু জানো আমার নিজের যোগ্যতাই কিছু করার। কিন্তু কিছু করতে পারছিনা ।বাবা মা খুব দরিদ্র ।আমরা চার বোন,ভাই …",Positive ,0,0,0,0,0,0,0
মাশাআল্লাহ,Positive ,0,0,0,0,0,0,0
"জীবনে অনেক নায়ক নায়িকা দেখেছি,,কিন্তু যা দেখেছি সব গুলার স্বামী স্ত্রীর মধ্যে অমিল ডিভোর্স,,কিন্তু আপনাদের সম্পর্ক অটুট বাঁধনে আছে,,এভাবেই যেনো সারাজীবন একসাথে থাকেন দোয়া রইলো",Positive ,3,0,0,0,0,0,0
অসাধারণ একটি ছবি মাশাল্লাহ।,Positive ,0,0,0,0,0,0,0
শুভকামনা রইল আপনাদের জন্য,Positive ,0,0,0,0,0,0,0
শুভকামনা রইল আপনাদেরকে।,Positive ,0,0,0,0,0,0,0
এক নারীতে আসক্ত পুরুষ ও এক পুরুষে আসক্ত নারীর জীবন সত্যিই সুন্দর।,Positive ,0,0,0,0,0,0,0
অসাধারণ একটি পরিবার,Positive ,0,0,0,0,0,0,0
"মাশাআল্লাহ, দোয়া ও শুভ কামনা রইল ।",Positive ,0,0,0,0,0,0,0
দোয়া এবং শুভকামনা।।।,Positive ,0,0,0,0,0,0,0
আলহামদুলিল্লাহ। দোয়া রইল,Positive ,0,0,0,0,0,0,0
"টাকা থাকলে সবই সুন্দর, টাকা না থাকলে সুন্দর ও অসুন্দর",Neutral ,0,0,0,0,0,0,0
সুখি পরিবার এই বন্ধন চির অটুট থাকুক,Positive ,0,0,0,0,0,0,0
ঢতত,Positive ,0,0,0,0,0,0,0
দোয়া করি আল্লাহ পাক যেন তৌফিক দান করেন,Positive ,0,0,0,0,0,0,0
"অনন্ত জলিল ভাই বর্ষা ভাবী জুটিটা ব্যাক্তিগতভাবে খুব ভালো লাগে আমার,",Positive ,0,0,0,0,0,0,0
"অনেক শুভকামনা রইল, আমার খুব কাছ থেকে এই পরিবার কে দেখতে ইচ্ছে করে। এত সুন্দর বন্ধন।",Positive ,0,0,0,0,0,0,0
"শুভকামনা রইল""আপনাদের সুখী দাম্পত্য জীবনের জন্য!!",Positive ,0,0,0,0,0,0,0
আর এক খান মেয়ে বানান,Positive ,0,0,0,0,0,0,0
মাশাআল্লাহ,Positive ,0,0,0,0,0,0,0
সুখী পরিবার,Positive ,0,0,0,0,0,0,0
তুমি ১২ বছর এ দুইটা আর এই দিকে আমি ৯ বছর এ একটা নিয়া ই বসে আছি!,Positive ,0,0,0,0,0,0,0
দোয়া ও শুভকামনা রইল।আগামী দিনগুলোর জন্য।,Positive ,0,0,0,0,0,0,0
মাশাআল্লাহ অনেক সুন্দর।,Positive ,0,0,0,0,0,0,0
আইচ্ছা,Neutral ,0,0,0,0,0,0,0
মাশাআল্লাহ,Positive ,0,0,0,0,0,0,0
প্রসান্ত নিল. এটলি কুমারদের মতো ডিরেক্টর এর অভাবে আজ বাংলা সিনেমা বিলুপ্তর পথে,Positive ,0,0,0,0,0,0,0
শুভকামনা রইল,Positive ,0,0,0,0,0,0,0
মাশাআল্লাহ,Positive ,0,0,0,0,0,0,0
সবচেয়ে দৃঢ় প্রত্যয় ও বিশ্বাসী জুটি আমার চোখে - আজীবন অটুট থাকুক এই ভরষা বিধাতার কাছে করে যায়।,Positive ,0,0,0,0,0,0,0
মাশাআল্লাহ,Positive ,0,0,0,0,0,0,0
অভিনন্দন,Positive ,0,0,0,0,0,0,0
মাশাআল্লাহ আলহামদুলিল্লাহ,Positive ,0,0,0,0,0,0,0
শুভ কামনা রইলো।,Positive ,0,0,0,0,0,0,0
আলহামদুলিল্লাহ,Positive ,0,0,0,0,0,0,0
অভিনন্দন,Positive ,0,0,0,0,0,0,0
মাশাআল্লাহ,Positive ,0,0,0,0,0,0,0
অভিনন্দন জানাই,Positive ,0,0,0,0,0,0,0
আমাদের সুন্দরী বৌ!,Positive ,0,0,0,0,0,0,0
শুভ কামনা,Positive ,0,0,0,0,0,0,0
মাসাল্লাহ সুখী পরিবার,Positive ,0,0,0,0,0,0,0
শুভ কামনা রইলো,Positive ,0,0,0,0,0,0,0
শুভ বিবাহবার্ষিকীর শুভেচ্ছা ও অভিনন্দন রইলো,Positive ,0,0,0,0,0,0,0
"নাউজুবিল্লাহ, বেপর্দা, বেশরম এই দৃশ্যে আলহামদুলিল্লাহ বলা ইসলামের সাথে কটুক্তির শামিল।",Negative ,0,0,0,0,0,0,0
জলিল ভাই কি সারাক্ষণ কানে ব্লুটুথ রাখে???,Neutral ,0,0,0,0,0,0,0
মাশাআল্লাহ আলহামদুলিল্লাহ,Positive ,0,0,0,0,0,0,0
নাইস কেপ্সন...,Positive ,0,0,0,0,0,0,0
জীবনের প্রথম বর্ষার কোনো ড্রেস আমার ভালো লাগলো,Positive ,0,0,0,0,0,0,0
12বছরে শুধু দুইটা নি হইছে,Negative ,0,0,0,0,0,0,0
এদের সোসিয়াল জীবন যেমনই হোক বাস্তব জীবন সুন্দর,Positive ,0,0,0,0,0,0,0
এটা সুন্দর,Positive ,0,0,0,0,0,0,0
তার মানে জলিল চাচা ১৯৯০ সালে প্রথম বিয়ে করেছিল।,Neutral ,0,0,0,0,0,0,0
আলহামদুলিল্লাহ,Positive ,0,0,0,0,0,0,0
অভিনন্দন আর অফুরান শুভ কামনা রইলো!,Positive ,0,0,0,0,0,0,0
দোয়া রইল,Positive ,0,0,0,0,0,0,0
আপুর বয়স বোঝার উপায় নেই। এভাবে ভালো থাকবেন পরিবার নিয়ে,Positive ,0,0,0,0,0,0,0
দোয়া চাই,Positive ,0,0,0,0,0,0,0
দারুন,Positive ,0,0,0,0,0,0,0
এর থেকে হিরো আলমের পোষ্ট ভালো রিয়েক্ট পরে,Negative ,0,0,0,0,0,0,0
অসাধারণ,Positive ,0,0,0,0,0,0,0
দোয়া ও ভালোবাসা অবিরাম,Positive ,0,0,0,0,0,0,0
মাশাল্লাহ অনেক সুন্দর লাগে,Positive ,0,0,0,0,0,0,0
আমার দেখা এ দুইটি মানুষ খুব ভালো,Positive ,0,0,0,0,0,0,0
সাব্বাশ ভাতিজা,Positive ,0,0,0,0,0,0,0
অনেক সুন্দর,Positive ,0,0,0,0,0,0,0
এবার ঠিক আছে এসব বাদ দিয়া 3rd ক্লাস অ্যাক্টিং করার কি দরকার,Negative ,0,0,0,0,0,0,0
মাশাল্লাহ অনেক সুন্দর লাগছে,Positive ,0,0,0,0,0,0,0
সেরা ফ্যামেলি,Positive ,0,0,0,0,0,0,0
"আলহামদুলিল্লাহ, আমাদের ও একযুগ পার হলো।",Positive ,0,0,0,0,0,0,0
শুভ কামনা রইল,Positive ,0,0,0,0,0,0,0
টাকা থাকলে জীবন এমনিতে সুন্দর_,Neutral ,0,0,0,0,0,0,0
এত সুন্দর লাগছে এদের কাউরো যেন নজর না লাগে,Positive ,0,0,0,0,0,0,0
আসসালামু আলাইকুম আপু কেমন আছেন,Positive ,0,0,0,0,0,0,0
মাশাআল্লাহ আলহামদুলিল্লাহ আপনারা সেরা জুটি আর অপু বেয়াদব,Positive ,0,0,0,0,0,0,0
সেলিব্রেটি মানুষ,Positive ,0,0,0,0,0,0,0
আলহামদুলিল্লাহ,Positive ,0,0,0,0,0,0,0
"অনন্ত ভাইয়া আর বর্ষা আপু তোমাদের কে অনেক ভালোবাসি,,,শুভ কামনা রইলো",Positive ,0,0,0,0,0,0,0
এক নারী তে আসক্ত পুরুষ।,Positive ,0,0,0,0,0,0,0
শুভ কামনা রইল আপু,Positive ,0,0,0,0,0,0,0
জওয়ান,Positive ,0,0,0,0,0,0,0
দুই সন্তান জানতাম না তো,Positive ,0,0,0,0,0,0,0
বাংলাদেশের সালমান খান ও ক্যাটরিনা কাইফ,Positive ,0,0,0,0,0,0,0
আর দুইটা নেয়ার দরকার ছিলো,Neutral ,0,0,0,0,0,0,0
অনেক সুন্দর হয়েছে ম্যাডাম আপনাদের চারজনের পিকটা,Positive ,0,0,0,0,0,0,0
আপা বিগ ফ্যান,Positive ,0,0,0,0,0,0,0
সত্যি সত্যি আপনি অহংকারী মহিলা,Negative ,0,0,0,0,0,0,0
বর্ষা আপুর বাড়ি তো আমাদের ঘরের সাথে,Positive ,0,0,0,0,0,0,0
এই জন্য আপনাকে নোবেল দেয়া হোক,Positive ,0,0,0,0,0,0,0
তো..?,Neutral ,0,0,0,0,0,0,0
তো কি হইছে?,Neutral ,0,0,0,0,0,0,0
বউ জামাই কে জমজ ভাই বোনের মত লাগতেছে ।,Negative ,0,1,0,0,0,0,0
জি অগনিত টাকা থাকলে সব কিছুই বিউটিফুল লাগে।,Positive ,0,0,0,0,0,0,0
আলহামদুলিল্লাহ,Positive ,0,0,0,0,0,0,0
দারুণ সুন্দর,Positive ,0,0,0,0,0,0,0
সুন্দর মনের মানুষ,Positive ,0,0,0,0,0,0,0
সবার কাছে বিউটিফুল না।,Positive ,0,0,0,0,0,0,0
শুভ বিবাহ বার্ষিকী,Positive ,0,0,0,0,0,0,0
মহান আল্লাহ তায়ালা আপনার ওপর আরো রহমত বর্ষন করুন।।,Positive ,0,0,0,0,0,0,0
মাশাআল্লাহ,Positive ,0,0,0,0,0,0,0
জলিল কাক্কুর ২ টা আছে তা জানা আমার মন,Negative ,0,0,0,0,0,0,0
শুভ বিবাহবার্ষিকী,Positive ,0,0,0,0,0,0,0
"তুমি আমার কাছে খুঁজে নিয়ো, তোমার যত সুখ",Positive ,0,0,0,0,0,0,0
মাশা-আল্লাহ,Positive ,0,0,0,0,0,0,0
ভাইয়া আসসালামু আলাইকুম,Positive ,0,0,0,0,0,0,0
অনেক দিন পরে অনন্ত জলিল কে সময় দিলেন??,Neutral ,0,0,0,0,0,0,0
মাশাল্লাহ বরকতুল্লাহ,Positive ,0,0,0,0,0,0,0
১২ বছরের মাত্র দুইটা,Neutral ,0,0,0,0,0,0,0
জলন্ত খলিল,Negative ,0,0,0,0,0,0,0
মাশাআল্লাহ বেশ সুন্দর লাগছে কিন্ত আপনাদের সকলকে জানাই অনেক অনেক শুভেচছা অভিন্দন ভালোবাসা আল্লাহ,Positive ,0,0,0,0,0,0,0
কবে কবে হলো,Neutral ,0,0,0,0,0,0,0
শুভ জন্মদিন,Positive ,0,0,0,0,0,0,0
মাশাআল্লাহ খুব সুন্দর ফ্যামিলি,Positive ,0,0,0,0,0,0,0
১২বছরে মাত্র দুইটা ফল ধরছে নি,Negative ,0,0,0,0,0,0,0
মাশাআল্লাহ,Positive ,0,0,0,0,0,0,0
"টাকা ওয়ালা জামাই পাইছো দেইখা আজ এই কথা আর যদি খয়রাতি জামাই পাইতা তাহলে লিখতা, লাইফ ইজ পেইনফুল।",Neutral ,0,0,0,0,0,0,0
মাশাল্লাহ! সুন্দর পরিবার,Positive ,0,0,0,0,0,0,0
এগুলোই ভালো,Positive ,0,0,0,0,0,0,0
মনে হয় যেন ৫ টাকা চেয়ে বসবে,Neutral ,0,0,0,0,0,0,0
"টাকা থাকলে এরকম লাইফ ইজ বিউটিফুল, আর টাকা না থাকলে ডিপ্রেশনের হাউজফুল আফটারঅল হ্যাপি ফ্যামিলি আপনাদেরকে অনেক সুন্দর লাগছে",Positive ,0,0,0,0,0,0,0
শুভকামনা,Positive ,0,0,0,0,0,0,0
বাহ,Positive ,0,0,0,0,0,0,0
আপনার সন্তান যেন জলিলের মতো না হয়,Neutral ,0,0,0,0,0,0,0
আপু তোমার ওজন কত,Neutral ,0,0,0,0,0,0,0
অনেক সুন্দর,Positive ,0,0,0,0,0,0,0
এস এন্ড এ এন্টারপ্রাইজ বসুন্ধরা,Neutral ,0,0,0,0,0,0,0
জুয়ানের জাওয়ানি,Negative ,0,0,0,0,0,0,0
ভাবির লাইফ তো ব্যাপার আলাদা,Positive ,0,0,0,0,0,0,0
লাইফ ইজ বিউটিফুল সিনেমাটা দেখছেন?,Neutral ,0,0,0,0,0,0,0
শুভ বিবাহবার্ষিকী।,Positive ,0,0,0,0,0,0,0
মাশাল্লাহ,Positive ,0,0,0,0,0,0,0
আলহামদুলিল্লাহ্‌! শুভ বিবাহবার্ষিকী প্রিয় দুই মুখ!,Positive ,0,0,0,0,0,0,0
জলিল কাকার ফ্যামিলি,Positive ,0,0,0,0,0,0,0
সুখী পরিবার,Positive ,0,0,0,0,0,0,0
যেহেতু আমার পছন্দের বিবাহ বার্ষিকী,Positive ,0,0,0,0,0,0,0
মাশা আল্লাহ,Positive ,0,0,0,0,0,0,0
সুন্দর,Positive ,0,0,0,0,0,0,0
"মাশাল্লাহ,, দুইটা বেবি দুইজনের মতো দেখতে",Positive ,0,0,0,0,0,0,0
এত কম কেন..?আরো দুই একটা দরকার ছিল,Neutral ,1,0,0,0,0,0,0
"বর্ষা, আপু",Positive ,0,0,0,0,0,0,0
১২ বছর ডা টুয়েলভ ইয়ারস,Neutral ,0,0,0,0,0,0,0
আপু আলহামদুলিল্লাহ ঠিক আছে কিন্তু ছেলেদের হাফপ্যান্ট পড়ায় রাখছো কেন,Positive ,0,0,0,0,0,0,0
২২ তারিখ একই ফ্লাইট এ থাইল্যান্ড আসছিলাম,Neutral ,0,0,0,0,0,0,0
বাংলার হিরো হিরোইন,Positive ,0,0,0,0,0,0,0
"দুজন মিলে অহংকার ছাড়ারেন, সুন্দর জীবন উপভোগ করেন",Neutral ,0,0,0,0,0,0,0
একটা হাহা দিতাম কিন্তু বাচ্ছা দুইটা দেইখা বেচে গেলা,Neutral ,0,0,0,0,0,0,0
আপু কেমন আছেন,Positive ,0,0,0,0,0,0,0
টিয়া থাকলে বিউটিফুল নাইলে সরিষারফুল,Neutral ,0,0,0,0,0,0,0
আসলেই সেরা জুটি,Positive ,0,0,0,0,0,0,0
বস আমি মন থেকে আপনাকে অনেক পছন্দ করি অনেক ভালোবাসি কিন্তু মনে একটা কষ্ট গরিব হবার কারনে আপনার সাথেই সরাসরি দেখা করতে পারলাম না তার পর আপনার জন্য রইল আমার পরিবারের সদস্যদের পক্ষে থেকে বুক ভরা ভালোবাসা এবং আপনার পরিবারের সবার জন্য ভালোবাসা অবিরাম ও আল্লা…,Positive ,0,0,0,0,0,0,0
টাকা থাকলে সবার লাইফে বিউটিফুল হয়,Positive ,0,0,0,0,0,0,0
এটা সুন্দর,Positive ,0,0,0,0,0,0,0
মাশাল্লাহ ভাতিজারা রাজপুত্র মাশাল্লাহ,Positive ,0,0,0,0,0,0,0
চাপাবাজ কাপল,Negative ,0,0,0,0,0,0,0
মাশাআল্লাহ তোমার পরিবারটা অনেক সুন্দর আপু।,Positive ,0,0,0,0,0,0,0
বর্ষা দ্যা রেইন,Positive ,0,0,0,0,0,0,0
সুন্দর ফ্যামিলি।,Positive ,0,0,0,0,0,0,0
আপু তোমার পরিবার দেখে খুব ভাল লাগে। তোমার সাথে কথা বলা যাবে।,Positive ,0,0,0,0,0,0,0
